Kod portu;Data przybycia;Godzina przybycia;Kod portu, z którego jednostka przyp³ynê³a;Nazwa statku;Bandera;nr IMO;Sygna³ wywo³awczy;Pojemnoœæ brutto;D³ugoœæ;Agent;Nabrze¿e (miejsce zacumowania)
PLPLC;2008-05-28;10:45:00;SEHOG;CLIPPER NADJA;Denmark;9122112;OXNJ2;4128;99.76;BARWIL AGENCIES POLAND;Police Mijanka jetty
PLPLC;2008-05-29;03:50:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;BARWIL AGENCIES POLAND;Police Port Barkowy
PLPLC;2008-05-29;04:45:00;MACAS;TALTY;Panama;7725673;HPRA;11676;158.55;POLSTEAM SHIPPING AGENCY Ltd.;Police M.
PLPLC;2008-05-29;17:00:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;nab. port morski
PLPLC;2008-05-30;23:30:00;DKAAL;JANIS;Russian Federation;8875530;UFMV;2457;114.00;AHLMANN ZERSSEN Sp. z o.o.;berth
PLPLC;2008-05-30;14:20:00;LVVNT;VOLGOBALT 211;Russian Federation;8230388;UAOK;2457;114.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE, PORT BARKOWY
PLPLC;2008-05-30;08:30:00;ESSCI;ALIKBER;Russian Federation;9103817;UFZX;1484;82.52;Ger Pol Shipping & Forwarding Co. Ltd. ;police port morski
PLPLC;2008-05-30;13:00:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;nab. port morski
PLPLC;2008-06-01;06:20:00;PLSZZ;UPHUSEN;Antigua and Barbuda;9115937;V2AN1;2846;89.00;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-06-03;08:00:00;NOHRY;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-06-03;19:00:00;PLSWI;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;nab. PKN
PLPLC;2008-06-04;20:00:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;BARWIL AGENCIES POLAND;Police Port Barkowy
PLPLC;2008-06-06;12:30:00;DENHO;LARGONA;Saint Vincent and the Grenadines;7713345;J8TE9;866;62.60;AHLMANN ZERSSEN Sp. z o.o.;Starówka
PLPLC;2008-06-06;14:30:00;PLSZZ;IVAN SHCHEPETOV;Russian Federation;9111060;UACX;3376;102.30;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-06-08;15:00:00;LTKLJ;AMUR 2512;Russian Federation;8721387;UALK;2996;115.75;BARWIL AGENCIES POLAND;Police Port Morski
PLPLC;2008-06-08;02:30:00;PLSWI;SVYATOY SERAFIM;Panama;7700958;3EQS5;14192;159.82;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-06-09;03:00:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-06-10;08:50:00;RULED;AVIAKONSTRUKTOR POLIKARPOV;Russian Federation;8136556;UEYW;2466;114.20;KOSIOR SHIPPING COMPANY Sp. z o.o.;Port Barkowy
PLPLC;2008-06-11;11:35:00;GBBEL;SAVA OCEAN;Latvia;8719114;YLHA;2026;74.65;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-06-12;03:45:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;BARWIL AGENCIES POLAND;Police Port Barkowy
PLPLC;2008-06-12;07:10:00;SYTTS;ANDERMATT;Switzerland;9244075;HBLZ;12578;155.14;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-06-12;16:00:00;PLSWI;PORONIEC;Poland;7641475;SQHS;695;60.00;Ship-Service S.A.;PKN-2
PLPLC;2008-06-12;15:00:00;PLSZZ;THURKUS;Poland;8915744;SPS2645;2561;87.96;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-06-13;23:15:00;RULED;OMSKIY-135;Russian Federation;8881723;UIWY;2457;114.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;Port barkowy
PLPLC;2008-06-13;12:50:00;PLSZZ;PORONIEC;Poland;7641475;SQHS;695;60.00;Ship-Service S.A.;PORT MORSKI POLICE
PLPLC;2008-06-14;18:05:00;PLSWI;JAMNO;Panama;7725738;HPRX;11632;158.73;POLSTEAM SHIPPING AGENCY Ltd.;Hutników
PLPLC;2008-06-15;14:20:00;LTKLJ;AMUR 2512;Russian Federation;8721387;UALK;2996;115.75;BARWIL AGENCIES POLAND;Police Port Morski
PLPLC;2008-06-16;17:00:00;NLRTM;SUURHUSEN;Antigua and Barbuda;9123245;V2AN2;2805;89.90;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-06-16;18:00:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;port morski
PLPLC;2008-06-18;16:10:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;BARWIL AGENCIES POLAND;Police Port Barkowy
PLPLC;2008-06-18;15:10:00;PLSWI;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;mijanka
PLPLC;2008-06-18;14:30:00;DEBKE;CAILIN;Saint Vincent and the Grenadines;8016677;J8B2768;2120;82.50;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-06-19;03:00:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-06-19;18:30:00;NLAMS;ANDINO PARK;Liberia;8907266;ELPU4;4995;112.00;BARWIL AGENCIES POLAND;Police Mijanka jetty
PLPLC;2008-06-20;21:55:00;PLSZZ;JUMPER;Antigua and Barbuda;9001849;V2EA6;1960;88.30;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-06-21;04:54:00;DERSK;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-06-21;15:00:00;PLSWI;PORONIEC;Poland;7641475;SQHS;697;57.00;Ship-Service S.A.;PORT MORSKI
PLPLC;2008-06-23;11:10:00;GBNPT;A.B. VALENCIA;Antigua and Barbuda;9125695;V2ON7;2844;89.90;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-06-24;03:45:00;RULED;PROFESSOR TRONIN;Russian Federation;8878087;UAML;1766;86.70;KOSIOR SHIPPING COMPANY Sp. z o.o.;Port Barkowy
PLPLC;2008-06-25;08:50:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;BARWIL AGENCIES POLAND;Police Port Barkowy
PLPLC;2008-06-25;16:55:00;GBBRK;THURKUS;Poland;8915744;SPS2645;2561;87.96;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-06-26;19:40:00;DEKAP;JUTLAND;Germany;7803475;DFTT;1495;74.90;AHLMANN ZERSSEN Sp. z o.o.;Port Barkowy Police
PLPLC;2008-06-26;01:20:00;TNSFA;WIGRY;Panama;7725697;HPVQ;11676;158.53;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2008-06-26;07:00:00;PLSWI;PORONIEC;Poland;7641475;SQHS;697;57.00;Ship-Service S.A.;port morski
PLPLC;2008-06-26;19:00:00;PLSZZ;PORONIEC;Poland;7641475;SQHS;697;57.00;Ship-Service S.A.;port morski
PLPLC;2008-06-26;16:05:00;NOARE;SAVA LAKE;Latvia;8719073;YLHB;2030;74.65;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-06-27;07:30:00;LVVNT;VOLGOBALT 215;Russian Federation;8230405;UAPW;2457;114.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;port barkowy
PLPLC;2008-06-27;21:20:00;DKAAB;MAIKE;Germany;8905115;DJLS;1599;82.00;Albers-Hansen Sp. z o.o.;PORT BARKOWY
PLPLC;2008-06-27;13:13:00;GBGUW;IMEL ABDENA;Antigua and Barbuda;9375836;V2DI8;2451;88.30;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-06-28;03:12:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-06-28;01:10:00;PLGDN;JOLANDA;Antigua and Barbuda;5298107;V2PH5;499;57.89;Logistyka, Spedycja, Handel - Piotr Pacewicz;at berth
PLPLC;2008-06-30;05:00:00;NLAMS;WILSON GIJON;Barbados;9056038;8PSC;2506;87.90;SMS MARITIME SERVICES Ltd.;PORT MORSKI POLICE
PLPLC;2008-07-01;09:50:00;DESTL;MAGDA D;Antigua and Barbuda;8407228;V2NA;1289;74.90;Fast Baltic - Nawigator;Police barkowy
PLPLC;2008-07-01;01:10:00;PLSZZ;KAIE;Malta;8906298;9HIM8;2374;88.25;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-07-01;07:30:00;SYTTS;THEKLA;Antigua and Barbuda;9259020;V2OI9;6301;132.23;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-07-01;17:15:00;PLGDY;KRUCKAU;Antigua and Barbuda;9199141;V2LO;2452;88.00;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-07-02;21:30:00;SYTTS;ARCTIC SPIRIT;Malta;8419128;9HGE8;6395;131.60;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI 
PLPLC;2008-07-03;02:15:00;DKRAN;SAVA LAKE;Latvia;8719073;YLHB;2030;74.65;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-07-03;21:30:00;PLSWI;PORONIEC;Poland;7641475;SQHS;697;57.00;Ship-Service S.A.;port morskie
PLPLC;2008-07-04;07:20:00;NLAMS;WILSON LEER;Malta;9150482;9HEB5;2446;88.00;SMS MARITIME SERVICES Ltd.;PORT MORSKI
PLPLC;2008-07-04;21:05:00;PLSZZ;LUHNAU;Antigua and Barbuda;9213595;V2BU1;2461;87.84;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-07-04;21:45:00;MACAS;ZIEMIA ZAMOJSKA;Liberia;8207745;A8DT6;16696;180.25;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2008-07-05;13:20:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PPM
PLPLC;2008-07-08;10:50:00;DEHUS;MAIKE;Germany;8905115;DJLS;1599;82.00;Albers-Hansen Sp. z o.o.;PORT MORSKI
PLPLC;2008-07-08;23:45:00;JOAQB;SAKAR;Malta;9104811;9HTC4;13957;168.42;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-07-08;21:20:00;DESTA;LIV KRISTIN;Gibraltar;8209731;ZDHQ5;1834;80.73;Ger Pol Shipping & Forwarding Co. Ltd. ;Police port barkowy
PLPLC;2008-07-09;04:06:00;NOHRY;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-07-09;11:00:00;RULED;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;KOSIOR SHIPPING COMPANY Sp. z o.o.;PORT BARKOWY
PLPLC;2008-07-09;18:00:00;RUKGD;THURKUS;Poland;8915744;SPS2645;2561;87.96;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-07-11;15:10:00;NOTSX;AASVIK;Norway;8500898;LAPE5;3088;94.40;NEPTUNE AGENCY Sp. z o.o. ;MIJANKA
PLPLC;2008-07-11;13:25:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PPM
PLPLC;2008-07-12;22:10:00;NO888;NORDANHAV;Sweden;8914130;SCKO;5953;126.82;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-07-13;18:10:00;TNSFA;TALTY;Panama;7725673;HPRA;11676;158.55;POLSTEAM SHIPPING AGENCY Ltd.;por morski
PLPLC;2008-07-14;03:30:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-07-15;14:15:00;NO888;TRANS SUND;Norway;8915548;LAIV5;3206;96.25;Wilhelmsen Ships Service Sp. z o.o. ;Police Mijanka
PLPLC;2008-07-15;03:10:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PPM
PLPLC;2008-07-15;08:10:00;RULED;OMSKIY-140;Russian Federation;8867052;UANX;2470;108.36;KOSIOR SHIPPING COMPANY Sp. z o.o.;Port Barkowy
PLPLC;2008-07-15;16:35:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PPM
PLPLC;2008-07-16;15:00:00;DERSK;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-07-16;09:15:00;ESPAS;WAFFLE RACER;Marshall Islands;9086318;V7LG7;16041;168.70;KOSIOR SHIPPING COMPANY Sp. z o.o.;PORT MORSKI
PLPLC;2008-07-17;00:05:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;BARWIL AGENCIES POLAND;Police port barkowy
PLPLC;2008-07-18;05:35:00;MACAS;REGA;Bahamas;8908868;C6SP2;11542;149.44;POLSTEAM SHIPPING AGENCY Ltd.;POLICE M
PLPLC;2008-07-18;17:25:00;LVVNT;VOLGOBALT 211;Russian Federation;8230388;UAOK;2457;114.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;Port Barkowy
PLPLC;2008-07-20;14:40:00;LTKLJ;SORMOVSKIY 49;Russian Federation;8332784;UAKQ;2478;114.02;Wilhelmsen Ships Service Sp. z o.o. ;Port Barkowy
PLPLC;2008-07-20;06:30:00;LTKLJ;FAXBORG;Denmark;6810158;OWHX;924;59.34;POLSTEAM SHIPPING AGENCY Ltd.;Police Barkowy
PLPLC;2008-07-21;04:30:00;TNSFA;MAJOR HUBAL;Malta;8219310;9HEA7;21531;195.21;POLSTEAM SHIPPING AGENCY Ltd.;Police M
PLPLC;2008-07-22;11:50:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Police Port Barkowy
PLPLC;2008-07-22;11:00:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;POLICE PORT MORSKI
PLPLC;2008-07-23;11:50:00;LTKLJ;AMUR 2513;Russian Federation;8721399;UALI;3086;115.70;Wilhelmsen Ships Service Sp. z o.o. ;Police Port Morski
PLPLC;2008-07-23;02:24:00;SEKOG;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-07-23;07:00:00;PLGDN;BUKOWIEC;Poland;7704069;SQAV;695;60.00;Ship-Service S.A.;NAB. port morski
PLPLC;2008-07-23;12:30:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;POLICE MIJANKA
PLPLC;2008-07-25;04:40:00;DERSK;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-07-25;11:10:00;DEHAM;KOSSAU;Antigua and Barbuda;9356878;V2CV9;2461;87.90;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-07-27;22:50:00;NO888;TRANS HOLM;Norway;7931193;LJSV3;4259;96.00;Wilhelmsen Ships Service Sp. z o.o. ;Mijanka
PLPLC;2008-07-27;08:50:00;PLSWI;FRI STREAM;Bahamas;9115896;C6UD4;2051;89.98;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-07-27;21:20:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Port Barkowy
PLPLC;2008-07-27;21:55:00;GBPOO;NORDERAU;Antigua and Barbuda;9313670;V2BB3;2461;87.90;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-07-29;15:30:00;RULED;VOLGOBALT-201;Russian Federation;8230314;UAQH;2457;113.90;KOSIOR SHIPPING COMPANY Sp. z o.o.;PORT BARKOWY
PLPLC;2008-07-31;18:10:00;DEFLF;WANI WILL;Barbados;7638521;8PTK;2020;88.00;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-08-01;12:15:00;MACAS;WIGRY;Panama;7725697;HPVQ;11676;158.53;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2008-08-02;20:50:00;GIGIB;AMSTELGRACHT;Netherlands;8821814;PCPR;7950;129.60;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-08-03;17:05:00;DERSK;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-08-04;11:40:00;RULED;ALEKSANDR MARINESKO;Russian Federation;8876273;UBAO;1785;83.11;KOSIOR SHIPPING COMPANY Sp. z o.o.;police port barkowy
PLPLC;2008-08-05;09:15:00;DERSK;KOSSAU;Antigua and Barbuda;9356878;V2CV9;2461;87.90;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-08-05;22:20:00;TNSFA;MAMRY II;Panama;7725702;HPVV;11676;158.86;POLSTEAM SHIPPING AGENCY Ltd.;Police - port morski
PLPLC;2008-08-07;14:00:00;LVVNT;VOLGOBALT-201;Russian Federation;8230314;UAQH;2457;113.90;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE PORT BARKOWY
PLPLC;2008-08-07;20:30:00;MACAS;GENERAL GROT - ROWECKI;Malta;8417754;9HZU6;23409;198.58;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2008-08-09;14:00:00;FIKOK;SEA HARMONY;Panama;9339791;3EAM7;16960;169.26;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-08-09;20:00:00;RULED;PROFESSOR TRONIN;Russian Federation;8878087;UAML;1766;86.70;KOSIOR SHIPPING COMPANY Sp. z o.o.;police port barkowy
PLPLC;2008-08-11;09:00:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Police Port Barkowy
PLPLC;2008-08-12;08:20:00;NOSOK;NORDANHAV;Sweden;8914130;SCKO;5953;126.82;NEPTUNE AGENCY Sp. z o.o. ;POLICE POMOST
PLPLC;2008-08-13;12:10:00;DEBRB;DAGNA;Netherlands;9313802;PHDE;3990;110.78;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-08-13;04:10:00;LVVNT;VOLGOBALT-204;Russian Federation;8230326;UHPC;2457;113.79;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-08-14;00:55:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;POLICE PORT
PLPLC;2008-08-14;18:40:00;RULED;OMSKIY 132;Russian Federation;8873025;UIVL;2528;108.40;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE PORT BARKOWY
PLPLC;2008-08-15;19:15:00;ESAVS;VERILA;Bulgaria;9136931;LZKK;14431;150.52;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE, PORT MORSKI
PLPLC;2008-08-16;14:30:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Police Port Barkowy
PLPLC;2008-08-16;19:00:00;MACAS;TALTY;Panama;7725673;HPRA;11676;158.55;POLSTEAM SHIPPING AGENCY Ltd.;port morski Police
PLPLC;2008-08-18;11:40:00;RULED;SORMOVSKIY 49;Russian Federation;8332784;UAKQ;2478;114.00;Trans Baltic Spó³ka Cywilna;Police port barkowy
PLPLC;2008-08-18;17:35:00;PLSWI;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;HUTNIKÓW
PLPLC;2008-08-21;10:15:00;MACAS;IGNACY DASZYÑSKI;Malta;8502561;9HZV6;21437;195.23;POLSTEAM SHIPPING AGENCY Ltd.;port morski
PLPLC;2008-08-21;18:30:00;LVVNT;VOLGOBALT-204;Russian Federation;8230326;UHPC;2457;113.79;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE PORT BARKOWY
PLPLC;2008-08-22;20:20:00;DEKEL;MAGDA D;Antigua and Barbuda;8407228;V2NA;1289;74.90;Fast Baltic - Nawigator;Police barkowy
PLPLC;2008-08-22;16:05:00;SEGVX;FRI OCEAN;Bahamas;9195690;C6VU7;2218;89.40;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-08-23;11:10:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Police Port Barkowy 
PLPLC;2008-08-24;06:15:00;DKSKA;CAPETAN MICHALIS;Greece;8018027;SZGE;16773;180.00;DAN SHIPPING & TRADING Co. Ltd. ;PORT MORSKI
PLPLC;2008-08-24;02:24:00;GBHUL;PANAM FELICE;Marshall Islands;9193587;V7FI3;6301;1172.00;Wilhelmsen Ships Service Sp. z o.o. ;Police Mijanka
PLPLC;2008-08-25;15:40:00;RULED;OMSKIY-133;Russian Federation;8873336;UIWR;2528;108.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE PORT BARKOWY
PLPLC;2008-08-25;14:00:00;PLSZZ;HALICZ;Poland;7615749;SQFZ;694;60.77;Ship-Service S.A.;NAB. MIJANKA
PLPLC;2008-08-28;19:30:00;PLSZZ;THURKUS;Poland;8915744;SPS2645;2561;87.96;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-08-28;18:15:00;TNSFA;PODHALE;Bahamas;9285134;C6TX9;24109;189.98;POLSTEAM SHIPPING AGENCY Ltd.;POLICE M
PLPLC;2008-08-29;16:20:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Police Port Barkowy
PLPLC;2008-08-30;15:40:00;NLAMS;TINNO;Bahamas;8908806;C6QJ3;1986;88.15;SMS MARITIME SERVICES Ltd.;PORT MORSKI
PLPLC;2008-08-30;20:20:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PORT MORSKI
PLPLC;2008-08-30;12:30:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PORT MORSKI
PLPLC;2008-08-30;15:20:00;DKAAL;BALTIC SKIPPER;Gibraltar;9138185;ZDFD5;2280;82.50;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-08-31;13:30:00;GBNHO;FRI LAKE;Bahamas;9195664;C6VU2;2218;89.40;INTERAGENT Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2008-08-31;18:00:00;PLGDN;TANAIS;Poland;6721008;SPG2714;313;44.96;Rhenus Port Logistics Sp. z o.o.;POLICE BARKOWY - STALKON
PLPLC;2008-09-01;18:40:00;RULED;AMUR 2512;Russian Federation;8721387;UALK;2996;115.75;Trans Baltic Spó³ka Cywilna;Port Morski Police
PLPLC;2008-09-02;21:00:00;NLAMS;CHEM LEO;Marshall Islands;9167710;V7IW9;6332;117.26;Wilhelmsen Ships Service Sp. z o.o. ;Police Mijanka
PLPLC;2008-09-02;12:48:00;GBFAL;SEAGATE;United Kingdom;8905488;MBKV2;17590;170.02;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-09-03;11:45:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PORT MORSKI
PLPLC;2008-09-03;16:30:00;RULED;VOLGOBALT 211;Russian Federation;8230388;UAOK;2457;114.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;police port barkowy
PLPLC;2008-09-04;22:00:00;RULED;VOLGOBALT-238;Russian Federation;8230522;UIDA;2457;114.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;w morzu
PLPLC;2008-09-06;10:35:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Police Port Barkowy
PLPLC;2008-09-08;17:15:00;DERSK;CORAL IVORY;Netherlands;9207039;PHPE;5818;116.00;DAN SHIPPING & TRADING Co. Ltd. ;POLICE MIJANKA
PLPLC;2008-09-08;23:00:00;PLSZZ;OVAR;Portugal;9279020;CQPR;2437;82.50;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police, Port Morski
PLPLC;2008-09-09;11:50:00;PLSZZ;SAVA LAKE;Bahamas;8719073;YLHB;2030;74.65;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2008-09-10;22:30:00;SYTTS;ELENA B;Panama;7721330;3ELP6;16342;185.21;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2008-09-11;15:50:00;NLAMS;WILSON SKY;Cyprus;9017393;P3VJ8;3037;89.90;SMS MARITIME SERVICES Ltd.;PORT MORSKI
PLPLC;2008-09-11;22:40:00;LTKLJ;SORMOVSKIY 42;Russian Federation;7833119;UAKY;2478;114.00;Wilhelmsen Ships Service Sp. z o.o. ;Police mijanka
PLPLC;2008-09-13;01:50:00;MACAS;MAMRY II;Panama;7725702;HPVV;11676;158.86;POLSTEAM SHIPPING AGENCY Ltd.;POLICE M
PLPLC;2008-09-14;03:20:00;ESSCI;CAILIN;Saint Vincent and the Grenadines;8016677;J8B2768;2120;82.50;Ger Pol Shipping & Forwarding Co. Ltd. ;Police Port Morski
PLPLC;2008-09-14;06:30:00;RULED;OMSKIY-133;Russian Federation;8873336;UIWR;2528;108.00;KOSIOR SHIPPING COMPANY Sp. z o.o.;POLICE, PORT BARKOWY
PLPLC;2008-09-15;14:15:00;TNSFA;ORLA;Malta;9154270;9HIQ6;11848;149.40;POLSTEAM SHIPPING AGENCY Ltd.;Police Port Morski
PLPLC;2008-09-16;01:10:00;PLSWI;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PPM
PLPLC;2008-09-17;17:15:00;TNSFA;ZIEMIA LODZKA;Liberia;8418746;A8DQ4;17458;179.97;POLSTEAM SHIPPING AGENCY Ltd.;Police M.
PLPLC;2008-09-17;22:20:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.88;Ship-Service S.A.;PORT MORSKI
PLPLC;2008-09-18;08:20:00;DESTA;KILSTRAUM;Norway;8704913;LASC5;2894;85.70;Wilhelmsen Ships Service Sp. z o.o. ;Police Mijanka
PLPLC;2008-09-19;17:20:00;DELBC;ADDI L;Gibraltar;9139323;ZDEQ5;2876;88.20;KEYTRADE;POLICE PORT MORSKI
PLPLC;2008-09-21;12:40:00;TGKPE;ANJELIERSGRACHT;Netherlands;8821797;PCGQ;7949;129.80;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
